tweet
Microsoft joins group seeking to avoid historic climate change lawsuit https://t.co/7inb8eyVZ6
"Looking on the bright side of climate change, think of all the money corporations can make | Arwa Mahdawi https://t.co/atI6GvNxpU"
In 1993 my agency warned of climate change. In 1995 it was abolished | William Westermeyer https://t.co/yjkKcQCw1Q
RT @UNFCCC: A new UN Climate Change report shows that climate plans submitted so far by countries do not put us on a path to meet the Paris…
"RT @ProgIntl: Climate change. Inequality. Poverty. Pandemics. 

PI Council member @GaelGarciaB knows: The only way to solve these global pr…"
RT @BernieSanders: Climate change is a global emergency. Bolsonaro and his corporate cronies are burning the Amazon rainforest for personal…
RT @nowthisnews: ‘Unite behind the science.’ — Teen activist Greta Thunberg delivered this uncompromising speech on climate change to the w…
"RT @AOC: Climate change is here + we’ve got a deadline: 12 years left to cut emissions in half.

A #GreenNewDeal is our plan for a world an…"
RT @TheEconomist: The market cannot solve climate change by itself. Governments must act https://t.co/kTQGRaOqQe
"RT @HorvatSrecko: Climate change knows no borders, that's why we need an international Green New Deal. Austerity means extinction.
https://…"
"RT @NaomiAKlein: Woah, thanks for this blast from 2014, when my hair was a lot blonder (bad call) and linking climate change with capitalis…"
"RT @GretaThunberg: “A third of Himalayan ice cap doomed, finds report. 
Even radical climate change action won’t save glaciers, endangering…"
RT @theintercept: Overwhelming scientific evidence says that climate change could take hundreds of millions of lives and trigger a global e…
RT @guardian: World leaders told they must act over climate change 'cliff-edge' https://t.co/3c6mZ5igeb #IPCC #SR15 #globalwarming #climate…
“Allow @shanesmith30 to interview Obama on Climate Change. http://t.co/yHYvjptVH0”  incredible journalist; would be a seminal interview
ICYMI: @fisherstevensbk takes on climate change with actor and activist @LeoDiCaprio in his new doc #BeforeTheFlood https://t.co/Jmm9qcVp2r
"If you don't believe in climate change you don't believe in science…
#itsmy2cents"
.@joshfoxfilm discusses why he has optimism despite climate change predictions and his new film 'How to let Go' https://t.co/d5LpZKlZUP
"RT @notsoaidil: according to Jabatan Meteorologi Malaysia, we will face more extreme weather bc of climate change which includes stronger s…"
RT @notsoaidil: what a disappointing excuse from the environment minister in light of not being invited to a climate change discussion by t…
"RT @Greenpeace: The people who bear the brunt of catastrophic climate change are the people who are least responsible for it.

We need #cli…"
"RT @ajplus: Human-driven climate change will disrupt global food chains within decades, a new UN report warns.

821M people worldwide are f…"
"RT @nytimes: Breaking News: Climate change is threatening the world's food supply, the United Nations warned, and the window to address tha…"
"RT @andersen_inger: Climate change is an existential crisis. But the solutions to pollution,  biodiversity loss, and climate are entirely w…"
RT @amxrino: The UN confirmed that we only have 12 years to fix climate change. Here’s a thread of simple things you can do to help save th…
"RT @Wally_Wests: WHAT EXACTLY IS THE CONSEQUENCES OF BEING 'WRONG' ABOUT CLIMATE CHANGE??? 

EVEN IF IT ALL TURNED OUT TO BE A BIG MISTAKE?…"
RT @politico: Analysis: Harvey is what climate change looks like. It’s time to open our eyes and prepare for  what's coming https://t.co/eM…
"The #G20RiyadhSummit ends with concrete commitments on climate change, equitable access to vaccines and the fight a… https://t.co/aFfp738niF"
"RT @MikeBloomberg: Tonight, we’re joined by world leaders committed to taking collective action on climate change ahead of the #OnePlanetSu…"
RT @EmmanuelMacron: Climate change is already changing our daily lives. It's not the future we want for our world.
"RT @apbenven: Biden is framing his climate change agenda as a once-in-a-generation economic opportunity. 

He told Congress his focus on th…"
5 things i learned interviewing pres. obama on climate change &amp; health (+ affordable care act) http://t.co/rfpAcwG6Mo http://t.co/BUEkEBGkpz
RT @CNN: .@BarackObama says climate change is a public health issue. He discusses with @drsanjaygupta:  http://t.co/8C6GU2ZAql http://t.co/…
RT @tinkertime: Pres @BarackObama reframing climate change as a public issue. READ/WATCH: http://t.co/IEj4vqRsIn @CNN @drsanjaygupta http:/…
@flugempire @KevinOConnorNBA The larger point is the planet will be unlivable if we deny climate change with increa… https://t.co/Qxlh9lspy6
"Toby is the best center back in the league. We're also denying climate change though, so... https://t.co/E9smaQulJv"
RT @KamalaHarris: Climate change is a scientific fact. Just because the administration wants to ignore it won't make it go away.
"Climate change responsible for about a third of heat deaths, study says https://t.co/i6YsEwe4rA https://t.co/wUvd9WEEJl"
More Americans believe in climate change but still can’t quit fossil fuels https://t.co/9i1HTyTYMs https://t.co/VI1Wi3iyi5
More Americans believe in climate change but still can’t quit fossil fuels https://t.co/Ag5Ghkfqw3 https://t.co/tibgvkUpra
"Hurricane Sandy was much worse because of climate change, study finds https://t.co/h5kaHVxG0T https://t.co/df314aWCgQ"
"Hurricane Sandy was much worse because of climate change, study finds https://t.co/TyF9IbnNqO https://t.co/ckfeyWtDuT"
"Hurricane Sandy was much worse because of climate change, study finds https://t.co/U6GIzRYUlf https://t.co/zyBlozDSBq"
"Bill Nelson backs NASA’s Moon plans, climate change work in confirmation hearing https://t.co/aoQ60UBo6R https://t.co/coQm4dKzmM"
Oatly investors should beware climate change https://t.co/bWH5wk5bDm https://t.co/teLyKqrh6r
Google Earth’s historical 3D time lapses show the ravages of climate change https://t.co/8jP6mlVDQ2 https://t.co/kGlO8GxXQk
Apple launches $200 million fund for climate change https://t.co/2VOfgvSoYn https://t.co/YFg6ZA8ruR
Google Earth’s historical 3D time lapses show the ravages of climate change https://t.co/bwi8eLyl93 https://t.co/9yFG6L0ixu
Apple launches $200 million fund for climate change https://t.co/5IjdJGbBTu https://t.co/W5eMfz2i2B
Google Earth’s historical 3D time lapses show the ravages of climate change https://t.co/jcHjrmszhF https://t.co/2qiEIj3XOj
I hope that the America that ignored &amp; accelerated climate change; accepted gross inequalities; bungled pandemic re… https://t.co/eYNu3misYJ
Facebook shouldn’t allow science deniers - whether about climate change or vaccines - to avoid fact checks. And yet: https://t.co/YAGMEfCecj
"RT @NatGeo: In the face of habitat destruction and climate change, turtles need more protection than ever https://t.co/2aFomsZ0L2 #WorldTur…"
Some good news: Children can change their parents’ minds about climate change (in part because parents do really ca… https://t.co/08z5oicrtS
"RT @EricHolthaus: Beira, Mozambique “will go down in history as having been the first city to be completely devastated by climate change,”…"
"RT @EricHolthaus: Folks, climate change is a special kind of emergency.

This is utterly terrifying. https://t.co/z2fxQIcvYN"
Climate change: https://t.co/zlRQwQ4GCx
"RT @nowthisnews: More than 100,000 kids demanded an end to climate change by creating the world’s largest postcard on a glacier https://t.c…"
"Climate change and biodiversity loss are global issues that require global solutions.
 
Through our Presidency of t… https://t.co/ROLk4ontAS"
"The fight against climate change presents the world with an unparalleled environmental challenge, but it also opens… https://t.co/bUOGyRcrds"
"Let’s make this decade the moment of decisive change in the fight against climate change.
 
My statement at the… https://t.co/Fz5qcdIGy6"
"We looked forward to the formal ratification of the agreement and to working together on shared priorities, such as tackling climate change."
"We’ve set a new target to cut emissions by at least 68% by 2030.

The fight against climate change is a global chal… https://t.co/JT0ulIIgdI"
"We also agreed on the need to work together to tackle climate change, and resolved to strengthen our economic partnership. (2/2)"
"RT @Conservatives: Tonight Channel 4 allowed opposition parties to veto @MichaelGove taking part in the climate change debate, so he's answ…"
".. with an input from relevant experts. InshaAllah, PMLN will fight the challenge of climate change with all commit… https://t.co/ZJDd9U6oH7"
"Dangers posed by climate change are present &amp; real. Being an agrarian economy, the country faces severe challenges… https://t.co/zFdFmL4fES"
"RT @antonioguterres: Pollution, overfishing and the effects of climate change are severely damaging the health of our oceans. Leadership is…"
WHAT’S WRONG TODAY? AOC Says US ‘Housing Stock’ Must Be ‘Resilient to Climate Change’ https://t.co/6CY4WS85Lc
"REPORT: Biden Preparing $1 TRILLION Tax Hike to Pay for CoVID, Infrastructure, Climate Change https://t.co/7fFvEGSQTF"
ANOTHER $3 TRILLION! Biden’s Infrastructure Plan to Focus on ‘Climate Change and Income Inequality’ https://t.co/y0nUlfJ12T
"OF COURSE! Forget Biden, NBC News Correspondent Blames Border Disaster on ‘Climate Change’ https://t.co/BiWp5EJAO4"
ECO-JUSTICE? Dem Senator Asks Biden’s ATTORNEY GENERAL Pick if Humans Cause Climate Change https://t.co/vIWgOcLt4i
"VICIOUS in NY: Schumer Mocks TX for ‘Ignoring Climate Change,’ Says They Should ‘Learn a Lesson’ https://t.co/05WKnLaFJx"
"MINISTRY of TRUTH? Facebook to Flag Posts on CoVID, Election Results, Climate Change, MORE https://t.co/7T3gjeApsa"
"KING JOE? Bernie, AOC Introduce Bill Requiring Biden to Designate Climate Change ‘National Emergency’ https://t.co/HHNzQ36SMA"
LIBERAL PRIORITIES: Schumer Suggests ‘Climate Change’ Now Democrats’ Number 1 Priority https://t.co/fRHG4VEPfg
THIS IS REAL: MSNBC Host Suggests Climate Change Could Spark an ‘Alien Attack’ from Outer Space https://t.co/IfuJb8zazZ
SCHUMER: Biden Should ‘Declare National Emergency’ to Combat Climate Change https://t.co/Aqg9SasREC
Sooo.. Leo called for action on climate change in his speech. And @arunjaitley made a case for animal welfare in his budget speech! 😀😀😀💃
"RT @wef: We have pushed the planet to its limit.

Learn more about the catastrophic effects of climate change - and why all hope is not los…"
Every single person can help the planet and reduce climate change with one small choice every week. Join me and… https://t.co/PL5mZM91O4
RT @MotherJones: 7 ways Biden can fight climate change without any help from Congress https://t.co/fVM0dBpihn
RT @nowthisnews: The 'lowcountry' is at extreme risk due to climate change and sea level rise — that's why @BillNye is urging South Carolin…
"RT @APHealthScience: Study finds this year's freak Siberian heat wave would have been nearly impossible without climate change.
https://t.c…"
